report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita,state
2006,CO00101,"Aurora, CO",302855.0,1857.0,18.0,217.0,1022.0,600.0,613.16,5.94,71.65,337.46,198.11,CO
2006,TX22701,"Austin, TX",709813.0,3658.0,20.0,319.0,1961.0,1358.0,515.35,2.82,44.94,276.27,191.32,TX
2006,MD00301,"Baltimore County, MD",788266.0,5664.0,34.0,141.0,3405.0,2084.0,718.54,4.31,17.89,431.96,264.38,MD
2006,MDBPD00,"Baltimore, MD",637556.0,10816.0,276.0,138.0,6173.0,4229.0,1696.48,43.29,21.65,968.23,663.31,MD
2006,MA01301,"Boston, MA",562393.0,7533.0,75.0,275.0,4485.0,2698.0,1339.45,13.34,48.9,797.49,479.74,MA
2006,NY01401,"Buffalo, NY",280494.0,3957.0,74.0,174.0,2001.0,1708.0,1410.73,26.38,62.03,713.38,608.93,NY
2006,NC06001,"Charlotte, NC",699398.0,7532.0,83.0,346.0,3896.0,3207.0,1076.93,11.87,49.47,557.05,458.54,NC
2006,ILCPD00,"Chicago, IL",2857796.0,35363.0,468.0,1587.0,17445.0,15863.0,1237.42,16.38,55.53,610.44,555.08,IL
2006,OHCIP00,"Cincinnati, OH",309104.0,3777.0,90.0,296.0,1050.0,2341.0,1221.92,29.12,95.76,339.69,757.35,OH
2006,OHCLP00,"Cleveland, OH",452759.0,7030.0,77.0,455.0,2201.0,4297.0,1552.7,17.01,100.49,486.13,949.07,OH
2006,OHCOP00,"Columbus, OH",731547.0,5952.0,85.0,598.0,1615.0,3654.0,813.62,11.62,81.74,220.77,499.49,OH
2006,TXDPD00,"Dallas, TX",1248223.0,15058.0,187.0,665.0,7292.0,6914.0,1206.35,14.98,53.28,584.19,553.91,TX
2006,CODPD00,"Denver, CO",568465.0,4324.0,51.0,342.0,2651.0,1280.0,760.64,8.97,60.16,466.34,225.17,CO
2006,MI82349,"Detroit, MI",884462.0,21391.0,421.0,592.0,13143.0,7235.0,2418.53,47.6,66.93,1485.99,818.01,MI
2006,TX07102,"El Paso, TX",615553.0,2422.0,13.0,300.0,1606.0,503.0,393.47,2.11,48.74,260.9,81.72,TX
2006,VA02901,"Fairfax County, VA",979381.0,764.0,14.0,54.0,278.0,418.0,78.01,1.43,5.51,28.39,42.68,VA
2006,TX22012,"Fort Worth, TX",641752.0,4219.0,50.0,251.0,2499.0,1419.0,657.42,7.79,39.11,389.4,221.11,TX
2006,CA01005,"Fresno, CA",465269.0,3524.0,52.0,133.0,2057.0,1282.0,757.41,11.18,28.59,442.11,275.54,CA
2006,HI00200,"Honolulu, HI",912693.0,2745.0,17.0,229.0,1543.0,956.0,300.76,1.86,25.09,169.06,104.74,HI
2006,TXHPD00,"Houston, TX",2073729.0,24250.0,377.0,854.0,11648.0,11371.0,1169.39,18.18,41.18,561.69,548.34,TX
2006,INIPD00,"Indianapolis, IN",800969.0,7689.0,140.0,549.0,3751.0,3249.0,959.96,17.48,68.54,468.31,405.63,IN
2006,FL01602,"Jacksonville, FL",795822.0,6663.0,110.0,218.0,4031.0,2304.0,837.25,13.82,27.39,506.52,289.51,FL
2006,MOKPD00,"Kansas City, MO",448218.0,6471.0,112.0,321.0,3994.0,2044.0,1443.72,24.99,71.62,891.08,456.03,MO
2006,NV00201,"Las Vegas, NV",1315625.0,12931.0,152.0,718.0,6680.0,5381.0,982.88,11.55,54.57,507.74,409.01,NV
2006,CA01941,"Long Beach, CA",478283.0,3420.0,41.0,134.0,1805.0,1440.0,715.06,8.57,28.02,377.39,301.08,CA
2006,CA01900,"Los Angeles County, CA",1067567.0,7290.0,135.0,222.0,4925.0,2008.0,682.86,12.65,20.79,461.33,188.09,CA
2006,CA01942,"Los Angeles, CA",3879455.0,30526.0,480.0,1059.0,14634.0,14353.0,786.86,12.37,27.3,377.22,369.97,CA
2006,KY05680,"Louisville, KY",626018.0,3836.0,50.0,175.0,1873.0,1738.0,612.76,7.99,27.95,299.19,277.63,KY
2006,TNMPD00,"Memphis, TN",680828.0,13557.0,149.0,434.0,7661.0,5313.0,1991.25,21.89,63.75,1125.25,780.37,TN
2006,AZ00717,"Mesa, AZ",459705.0,2084.0,26.0,203.0,1347.0,508.0,453.33,5.66,44.16,293.01,110.51,AZ
2006,FL01300,"Miami-Dade County, FL",1145259.0,9047.0,98.0,413.0,6180.0,2356.0,789.95,8.56,36.06,539.62,205.72,FL
2006,FL01306,"Miami, FL",392934.0,5931.0,77.0,101.0,3642.0,2111.0,1509.41,19.6,25.7,926.87,537.24,FL
2006,WIMPD00,"Milwaukee, WI",581005.0,7802.0,103.0,220.0,3873.0,3606.0,1342.85,17.73,37.87,666.6,620.65,WI
2006,MN02711,"Minneapolis, MN",375302.0,6374.0,57.0,453.0,2836.0,3028.0,1698.37,15.19,120.7,755.66,806.82,MN
2006,MD01604,"Montgomery County, MD",911532.0,2155.0,15.0,141.0,833.0,1166.0,236.42,1.65,15.47,91.38,127.92,MD
2006,TN01901,"Nashville, TN",560813.0,8565.0,80.0,320.0,5740.0,2425.0,1527.25,14.27,57.06,1023.51,432.41,TN
2006,NY02900,"Nassau County, NY",1044248.0,1813.0,14.0,74.0,859.0,866.0,173.62,1.34,7.09,82.26,82.93,NY
2006,LANPD00,"New Orleans, LA",431153.0,2255.0,162.0,87.0,1245.0,761.0,523.02,37.57,20.18,288.76,176.5,LA
2006,NY03030,"New York City, NY",8165001.0,52086.0,596.0,1071.0,26908.0,23511.0,637.92,7.3,13.12,329.55,287.95,NY
2006,NJNPD00,"Newark, NJ",280877.0,2839.0,105.0,87.0,1359.0,1288.0,1010.76,37.38,30.97,483.84,458.56,NJ
2006,CA00109,"Oakland, CA",398834.0,7599.0,145.0,306.0,3614.0,3534.0,1905.3,36.36,76.72,906.14,886.08,CA
2006,OK05506,"Oklahoma City, OK",536016.0,4301.0,55.0,327.0,2740.0,1179.0,802.4,10.26,61.01,511.18,219.96,OK
2006,NB02802,"Omaha, NE",416770.0,2505.0,33.0,187.0,1437.0,848.0,601.05,7.92,44.87,344.79,203.47,NE
2006,FL04804,"Orlando, FL",216819.0,4300.0,49.0,163.0,2560.0,1528.0,1983.22,22.6,75.18,1180.71,704.74,FL
2006,PAPEP00,"Philadelphia, PA",1464576.0,22884.0,407.0,960.0,10546.0,10971.0,1562.5,27.79,65.55,720.07,749.09,PA
2006,AZ00723,"Phoenix, AZ",1517443.0,11195.0,235.0,550.0,6047.0,4363.0,737.75,15.49,36.25,398.5,287.52,AZ
2006,PAPPD00,"Pittsburgh, PA",324604.0,3473.0,56.0,102.0,1593.0,1722.0,1069.92,17.25,31.42,490.75,530.49,PA
2006,OR02602,"Portland, OR",542174.0,3872.0,20.0,293.0,2262.0,1297.0,714.16,3.69,54.04,417.21,239.22,OR
2006,MD01721,"Prince George's County, MD",705672.0,6892.0,117.0,255.0,3179.0,3341.0,976.66,16.58,36.14,450.49,473.45,MD
2006,NC09201,"Raleigh, NC",348345.0,2223.0,19.0,97.0,1325.0,782.0,638.16,5.45,27.85,380.37,224.49,NC
2006,CA03404,"Sacramento, CA",460552.0,5556.0,57.0,196.0,3115.0,2188.0,1206.38,12.38,42.56,676.36,475.08,CA
2006,UT01803,"Salt Lake City, UT",183901.0,1504.0,8.0,95.0,893.0,508.0,817.83,4.35,51.66,485.59,276.24,UT
2006,TXSPD00,"San Antonio, TX",1292116.0,7977.0,119.0,514.0,5023.0,2321.0,617.36,9.21,39.78,388.74,179.63,TX
2006,CA03711,"San Diego, CA",1266847.0,6391.0,68.0,348.0,3811.0,2164.0,504.48,5.37,27.47,300.83,170.82,CA
2006,CA03801,"San Francisco, CA",746085.0,6533.0,86.0,154.0,2435.0,3858.0,875.64,11.53,20.64,326.37,517.1,CA
2006,CA04313,"San Jose, CA",920548.0,3561.0,29.0,217.0,2285.0,1030.0,386.83,3.15,23.57,248.22,111.89,CA
2006,WASPD00,"Seattle, WA",583772.0,4152.0,30.0,129.0,2326.0,1667.0,711.24,5.14,22.1,398.44,285.56,WA
2006,MOSPD00,"St. Louis, MO",346879.0,8605.0,129.0,337.0,4992.0,3147.0,2480.69,37.19,97.15,1439.12,907.23,MO
2006,NY05101,"Suffolk County, NY",1315904.0,2481.0,37.0,86.0,1331.0,1027.0,188.54,2.81,6.54,101.15,78.05,NY
2006,FL02902,"Tampa, FL",331487.0,3839.0,25.0,133.0,2470.0,1211.0,1158.11,7.54,40.12,745.13,365.32,FL
2006,AZ01003,"Tucson, AZ",535232.0,4580.0,51.0,294.0,2560.0,1675.0,855.7,9.53,54.93,478.3,312.95,AZ
2006,OK07205,"Tulsa, OK",385834.0,4816.0,53.0,289.0,3477.0,997.0,1248.21,13.74,74.9,901.16,258.4,OK
2006,VA12800,"Virginia Beach, VA",442784.0,1255.0,19.0,116.0,444.0,676.0,283.43,4.29,26.2,100.27,152.67,VA
2006,DCMPD00,"Washington, DC",581530.0,8408.0,169.0,182.0,4453.0,3604.0,1445.84,29.06,31.3,765.74,619.74,DC
2006,KS08703,"Wichita, KS",357372.0,3325.0,26.0,245.0,2534.0,520.0,930.4,7.28,68.56,709.07,145.51,KS
2007,NM00101,"Albuquerque, NM",513124.0,5080.0,47.0,307.0,3287.0,1439.0,990.01,9.16,59.83,640.59,280.44,NM
2007,TX22001,"Arlington, TX",372073.0,2588.0,13.0,156.0,1677.0,742.0,695.56,3.49,41.93,450.72,199.42,TX
2007,GAAPD00,"Atlanta, GA",497290.0,8075.0,129.0,148.0,4221.0,3577.0,1623.8,25.94,29.76,848.8,719.3,GA
2007,CO00101,"Aurora, CO",307621.0,1685.0,14.0,191.0,896.0,584.0,547.75,4.55,62.09,291.27,189.84,CO
2007,TX22701,"Austin, TX",716817.0,3871.0,30.0,328.0,2056.0,1457.0,540.03,4.19,45.76,286.82,203.26,TX
2007,MD00301,"Baltimore County, MD",785567.0,5331.0,36.0,151.0,3358.0,1786.0,678.62,4.58,19.22,427.46,227.35,MD
2007,MDBPD00,"Baltimore, MD",624237.0,10182.0,282.0,146.0,5859.0,3895.0,1631.11,45.18,23.39,938.59,623.96,MD
2007,MA01301,"Boston, MA",591855.0,6837.0,65.0,263.0,4267.0,2242.0,1155.18,10.98,44.44,720.95,378.81,MA
2007,NY01401,"Buffalo, NY",273832.0,3490.0,54.0,164.0,1739.0,1533.0,1274.5,19.72,59.89,635.06,559.83,NY
2007,NC06001,"Charlotte, NC",733291.0,7233.0,76.0,282.0,3684.0,3191.0,986.38,10.36,38.46,502.39,435.16,NC
2007,ILCPD00,"Chicago, IL",2824434.0,34936.0,443.0,1644.0,17424.0,15425.0,1236.92,15.68,58.21,616.9,546.13,IL
2007,OHCIP00,"Cincinnati, OH",332388.0,3595.0,62.0,318.0,1253.0,1962.0,1081.57,18.65,95.67,376.97,590.27,OH
2007,OHCLP00,"Cleveland, OH",439888.0,6460.0,90.0,385.0,1960.0,4025.0,1468.56,20.46,87.52,445.57,915.01,OH
2007,OHCOP00,"Columbus, OH",735981.0,6302.0,79.0,683.0,1685.0,3855.0,856.27,10.73,92.8,228.95,523.79,OH
2007,TXDPD00,"Dallas, TX",1239104.0,13248.0,200.0,511.0,5315.0,7222.0,1069.16,16.14,41.24,428.94,582.84,TX
2007,CODPD00,"Denver, CO",573387.0,3528.0,47.0,294.0,2148.0,1039.0,615.29,8.2,51.27,374.62,181.2,CO
2007,MI82349,"Detroit, MI",860971.0,19690.0,392.0,335.0,12396.0,6567.0,2286.95,45.53,38.91,1439.77,762.74,MI
2007,TX07102,"El Paso, TX",616029.0,2574.0,17.0,258.0,1827.0,472.0,417.84,2.76,41.88,296.58,76.62,TX
2007,VA02901,"Fairfax County, VA",976392.0,873.0,15.0,59.0,309.0,490.0,89.41,1.54,6.04,31.65,50.18,VA
2007,TX22012,"Fort Worth, TX",670693.0,4477.0,58.0,336.0,2460.0,1623.0,667.52,8.65,50.1,366.78,241.99,TX
2007,CA01005,"Fresno, CA",472170.0,3043.0,52.0,99.0,1788.0,1104.0,644.47,11.01,20.97,378.68,233.81,CA
2007,HI00200,"Honolulu, HI",905903.0,2613.0,19.0,226.0,1425.0,943.0,288.44,2.1,24.95,157.3,104.1,HI
2007,TXHPD00,"Houston, TX",2169544.0,24564.0,351.0,694.0,12040.0,11479.0,1132.22,16.18,31.99,554.96,529.1,TX
2007,INIPD00,"Indianapolis, IN",797268.0,9841.0,114.0,505.0,5176.0,4046.0,1234.34,14.3,63.34,649.22,507.48,IN
2007,FL01602,"Jacksonville, FL",797350.0,8146.0,123.0,249.0,4660.0,3114.0,1021.63,15.43,31.23,584.44,390.54,FL
2007,MOKPD00,"Kansas City, MO",447725.0,8380.0,90.0,467.0,5465.0,2358.0,1871.68,20.1,104.31,1220.62,526.66,MO
2007,NV00201,"Las Vegas, NV",1341156.0,13641.0,119.0,723.0,7548.0,5251.0,1017.11,8.87,53.91,562.8,391.53,NV
2007,CA01941,"Long Beach, CA",473959.0,3426.0,42.0,138.0,1740.0,1506.0,722.85,8.86,29.12,367.12,317.75,CA
2007,CA01900,"Los Angeles County, CA",992436.0,7784.0,127.0,218.0,5254.0,2185.0,784.33,12.8,21.97,529.4,220.17,CA
2007,CA01942,"Los Angeles, CA",3870487.0,27806.0,395.0,1004.0,12926.0,13481.0,718.41,10.21,25.94,333.96,348.3,CA
2007,KY05680,"Louisville, KY",624030.0,4238.0,71.0,194.0,2063.0,1910.0,679.13,11.38,31.09,330.59,306.08,KY
2007,TNMPD00,"Memphis, TN",669264.0,13065.0,131.0,450.0,7613.0,4871.0,1952.14,19.57,67.24,1137.52,727.81,TN
2007,AZ00717,"Mesa, AZ",454576.0,2224.0,22.0,175.0,1407.0,620.0,489.25,4.84,38.5,309.52,136.39,AZ
2007,FL01300,"Miami-Dade County, FL",1082395.0,8614.0,84.0,353.0,5498.0,2679.0,795.83,7.76,32.61,507.95,247.51,FL
2007,FL01306,"Miami, FL",410252.0,6119.0,78.0,57.0,3447.0,2537.0,1491.52,19.01,13.89,840.22,618.4,FL
2007,WIMPD00,"Milwaukee, WI",572938.0,8057.0,105.0,236.0,4181.0,3535.0,1406.26,18.33,41.19,729.75,617.0,WI
2007,MN02711,"Minneapolis, MN",371240.0,5580.0,47.0,452.0,2561.0,2520.0,1503.07,12.66,121.75,689.85,678.81,MN
2007,MD01604,"Montgomery County, MD",911528.0,2059.0,19.0,129.0,815.0,1096.0,225.88,2.08,14.15,89.41,120.24,MD
2007,TN01901,"Nashville, TN",564169.0,8513.0,73.0,290.0,5634.0,2516.0,1508.95,12.94,51.4,998.64,445.97,TN
2007,NY02900,"Nassau County, NY",1030495.0,1639.0,14.0,71.0,806.0,748.0,159.05,1.36,6.89,78.21,72.59,NY
2007,LANPD00,"New Orleans, LA",220614.0,3451.0,209.0,115.0,1973.0,1154.0,1564.27,94.74,52.13,894.32,523.09,LA
2007,NY03030,"New York City, NY",8220196.0,50453.0,496.0,875.0,27295.0,21787.0,613.77,6.03,10.64,332.05,265.04,NY
2007,NJNPD00,"Newark, NJ",280158.0,2415.0,104.0,60.0,1147.0,1104.0,862.01,37.12,21.42,409.41,394.06,NJ
2007,CA00109,"Oakland, CA",396541.0,7605.0,120.0,299.0,3716.0,3470.0,1917.83,30.26,75.4,937.1,875.07,CA
2007,OK05506,"Oklahoma City, OK",542199.0,4612.0,58.0,326.0,2831.0,1397.0,850.61,10.7,60.13,522.13,257.65,OK
2007,NB02802,"Omaha, NE",431810.0,2578.0,42.0,189.0,1529.0,818.0,597.02,9.73,43.77,354.09,189.44,NE
2007,FL04804,"Orlando, FL",224417.0,4269.0,39.0,162.0,2534.0,1534.0,1902.26,17.38,72.19,1129.15,683.55,FL
2007,PAPEP00,"Philadelphia, PA",1435533.0,21180.0,392.0,956.0,9574.0,10258.0,1475.41,27.31,66.6,666.93,714.58,PA
2007,AZ00723,"Phoenix, AZ",1541698.0,11158.0,212.0,509.0,5495.0,4942.0,723.75,13.75,33.02,356.43,320.56,AZ
2007,PAPPD00,"Pittsburgh, PA",312179.0,3455.0,52.0,129.0,1678.0,1596.0,1106.74,16.66,41.32,537.51,511.25,PA
2007,OR02602,"Portland, OR",538133.0,3701.0,22.0,280.0,2110.0,1289.0,687.75,4.09,52.03,392.1,239.53,OR
2007,MD01721,"Prince George's County, MD",647701.0,6134.0,123.0,226.0,2693.0,3092.0,947.04,18.99,34.89,415.78,477.38,MD
2007,NC09201,"Raleigh, NC",367120.0,2098.0,23.0,99.0,1141.0,835.0,571.48,6.26,26.97,310.8,227.45,NC
2007,CA03404,"Sacramento, CA",460546.0,5128.0,44.0,194.0,2881.0,2009.0,1113.46,9.55,42.12,625.56,436.22,CA
2007,UT01803,"Salt Lake City, UT",178449.0,1504.0,17.0,115.0,868.0,504.0,842.82,9.53,64.44,486.41,282.43,UT
2007,TXSPD00,"San Antonio, TX",1316882.0,7327.0,122.0,635.0,4125.0,2445.0,556.39,9.26,48.22,313.24,185.67,TX
2007,CA03711,"San Diego, CA",1261196.0,6332.0,59.0,296.0,3882.0,2095.0,502.06,4.68,23.47,307.8,166.11,CA
2007,CA03801,"San Francisco, CA",733799.0,6414.0,100.0,125.0,2418.0,3771.0,874.08,13.63,17.03,329.52,513.9,CA
2007,CA04313,"San Jose, CA",934553.0,3759.0,33.0,217.0,2441.0,1068.0,402.22,3.53,23.22,261.19,114.28,CA
2007,WASPD00,"Seattle, WA",585118.0,3667.0,24.0,90.0,2031.0,1522.0,626.71,4.1,15.38,347.11,260.12,WA
2007,MOSPD00,"St. Louis, MO",348197.0,7654.0,138.0,255.0,4500.0,2761.0,2198.18,39.63,73.23,1292.37,792.94,MO
2007,NY05101,"Suffolk County, NY",1308750.0,2205.0,28.0,89.0,1214.0,874.0,168.48,2.14,6.8,92.76,66.78,NY
2007,FL02902,"Tampa, FL",337220.0,3575.0,28.0,80.0,2262.0,1205.0,1060.14,8.3,23.72,670.78,357.33,FL
2007,AZ01003,"Tucson, AZ",523299.0,4103.0,49.0,277.0,2345.0,1432.0,784.06,9.36,52.93,448.12,273.65,AZ
2007,OK07205,"Tulsa, OK",381469.0,4552.0,55.0,299.0,3175.0,1023.0,1193.28,14.42,78.38,832.31,268.17,OK
2007,VA12800,"Virginia Beach, VA",435943.0,1084.0,16.0,85.0,431.0,552.0,248.66,3.67,19.5,98.87,126.62,VA
2007,DCMPD00,"Washington, DC",588292.0,7924.0,181.0,192.0,3566.0,3985.0,1346.95,30.77,32.64,606.16,677.38,DC
2007,KS08703,"Wichita, KS",358294.0,3391.0,40.0,278.0,2516.0,557.0,946.43,11.16,77.59,702.22,155.46,KS
2008,NM00101,"Albuquerque, NM",527464.0,4718.0,38.0,370.0,2960.0,1350.0,894.47,7.2,70.15,561.18,255.94,NM
2008,TX22001,"Arlington, TX",375836.0,2262.0,23.0,141.0,1404.0,694.0,601.86,6.12,37.52,373.57,184.66,TX
2008,GAAPD00,"Atlanta, GA",533016.0,7403.0,105.0,126.0,3864.0,3308.0,1388.89,19.7,23.64,724.93,620.62,GA
2008,CO00101,"Aurora, CO",316323.0,1621.0,18.0,187.0,861.0,555.0,512.45,5.69,59.12,272.19,175.45,CO
2008,TX22701,"Austin, TX",753535.0,3935.0,23.0,273.0,2306.0,1333.0,522.21,3.05,36.23,306.02,176.9,TX
2008,MD00301,"Baltimore County, MD",787558.0,4901.0,30.0,148.0,2998.0,1725.0,622.3,3.81,18.79,380.67,219.03,MD
2008,MDBPD00,"Baltimore, MD",634549.0,10080.0,234.0,137.0,5683.0,4026.0,1588.53,36.88,21.59,895.6,634.47,MD
2008,MA01301,"Boston, MA",604465.0,6676.0,62.0,237.0,3979.0,2398.0,1104.45,10.26,39.21,658.27,396.71,MA
2008,NY01401,"Buffalo, NY",270289.0,3716.0,37.0,174.0,1966.0,1539.0,1374.82,13.69,64.38,727.37,569.39,NY
2008,NC06001,"Charlotte, NC",758769.0,7070.0,83.0,272.0,3731.0,2984.0,931.77,10.94,35.85,491.72,393.27,NC
2008,ILCPD00,"Chicago, IL",2829304.0,35789.0,510.0,1594.0,17032.0,16653.0,1264.94,18.03,56.34,601.99,588.59,IL
2008,OHCIP00,"Cincinnati, OH",332608.0,4214.0,75.0,276.0,1444.0,2419.0,1266.96,22.55,82.98,434.14,727.28,OH
2008,OHCLP00,"Cleveland, OH",433452.0,6154.0,55.0,428.0,1866.0,3805.0,1419.77,12.69,98.74,430.5,877.84,OH
2008,OHCOP00,"Columbus, OH",751887.0,5854.0,100.0,644.0,1509.0,3601.0,778.57,13.3,85.65,200.7,478.93,OH
2008,TXDPD00,"Dallas, TX",1276214.0,11420.0,170.0,499.0,4285.0,6466.0,894.83,13.32,39.1,335.76,506.65,TX
2008,CODPD00,"Denver, CO",592881.0,3359.0,40.0,282.0,2081.0,956.0,566.56,6.75,47.56,351.0,161.25,CO
2008,MI82349,"Detroit, MI",905783.0,17982.0,323.0,334.0,11000.0,6325.0,1985.24,35.66,36.87,1214.42,698.29,MI
2008,TX07102,"El Paso, TX",612374.0,2825.0,17.0,181.0,2171.0,456.0,461.32,2.78,29.56,354.52,74.46,TX
2008,VA02901,"Fairfax County, VA",974142.0,732.0,18.0,62.0,309.0,343.0,75.14,1.85,6.36,31.72,35.21,VA
2008,TX22012,"Fort Worth, TX",701345.0,4627.0,49.0,373.0,2499.0,1706.0,659.73,6.99,53.18,356.32,243.25,TX
2008,CA01005,"Fresno, CA",475723.0,2782.0,40.0,80.0,1678.0,984.0,584.79,8.41,16.82,352.73,206.84,CA
2008,HI00200,"Honolulu, HI",906349.0,2575.0,18.0,203.0,1426.0,928.0,284.11,1.99,22.4,157.33,102.39,HI
2008,TXHPD00,"Houston, TX",2238895.0,24779.0,294.0,750.0,13132.0,10603.0,1106.75,13.13,33.5,586.54,473.58,TX
2008,INIPD00,"Indianapolis, IN",808329.0,9735.0,114.0,475.0,5123.0,4023.0,1204.34,14.1,58.76,633.78,497.69,IN
2008,FL01602,"Jacksonville, FL",806080.0,8032.0,115.0,262.0,4717.0,2938.0,996.43,14.27,32.5,585.18,364.48,FL
2008,MOKPD00,"Kansas City, MO",451454.0,6269.0,115.0,248.0,3816.0,2090.0,1388.62,25.47,54.93,845.27,462.95,MO
2008,NV00201,"Las Vegas, NV",1353175.0,13324.0,120.0,729.0,7543.0,4932.0,984.65,8.87,53.87,557.43,364.48,NV
2008,CA01941,"Long Beach, CA",467055.0,3158.0,40.0,120.0,1511.0,1487.0,676.15,8.56,25.69,323.52,318.38,CA
2008,CA01900,"Los Angeles County, CA",1006321.0,7362.0,135.0,232.0,5028.0,1967.0,731.58,13.42,23.05,499.64,195.46,CA
2008,CA01942,"Los Angeles, CA",3850920.0,26553.0,384.0,949.0,11798.0,13422.0,689.52,9.97,24.64,306.37,348.54,CA
2008,KY05680,"Louisville, KY",629679.0,4306.0,71.0,220.0,2253.0,1762.0,683.84,11.28,34.94,357.8,279.83,KY
2008,TNMPD00,"Memphis, TN",672046.0,12939.0,138.0,366.0,7647.0,4788.0,1925.31,20.53,54.46,1137.87,712.45,TN
2008,AZ00717,"Mesa, AZ",456821.0,2289.0,16.0,161.0,1456.0,656.0,501.07,3.5,35.24,318.72,143.6,AZ
2008,FL01300,"Miami-Dade County, FL",1057396.0,8749.0,95.0,339.0,5763.0,2552.0,827.41,8.98,32.06,545.02,241.35,FL
2008,FL01306,"Miami, FL",427740.0,5709.0,63.0,42.0,3189.0,2415.0,1334.69,14.73,9.82,745.55,564.6,FL
2008,WIMPD00,"Milwaukee, WI",602131.0,7404.0,71.0,205.0,3884.0,3244.0,1229.63,11.79,34.05,645.04,538.75,WI
2008,MN02711,"Minneapolis, MN",376753.0,4779.0,37.0,367.0,2370.0,2005.0,1268.47,9.82,97.41,629.06,532.18,MN
2008,MD01604,"Montgomery County, MD",922771.0,2087.0,21.0,131.0,835.0,1100.0,226.17,2.28,14.2,90.49,119.21,MD
2008,TN01901,"Nashville, TN",602181.0,8365.0,76.0,291.0,5621.0,2377.0,1389.12,12.62,48.32,933.44,394.73,TN
2008,NY02900,"Nassau County, NY",1069316.0,1602.0,14.0,58.0,782.0,748.0,149.82,1.31,5.42,73.13,69.95,NY
2008,LANPD00,"New Orleans, LA",281440.0,2869.0,179.0,65.0,1540.0,1085.0,1019.4,63.6,23.1,547.19,385.52,LA
2008,NY03030,"New York City, NY",8345075.0,48430.0,523.0,890.0,24831.0,22186.0,580.34,6.27,10.66,297.55,265.86,NY
2008,NJNPD00,"Newark, NJ",279788.0,2660.0,67.0,51.0,1155.0,1387.0,950.72,23.95,18.23,412.81,495.73,NJ
2008,CA00109,"Oakland, CA",401587.0,7905.0,115.0,338.0,4129.0,3323.0,1968.44,28.64,84.17,1028.17,827.47,CA
2008,OK05506,"Oklahoma City, OK",552452.0,5400.0,57.0,318.0,3501.0,1524.0,977.46,10.32,57.56,633.72,275.86,OK
2008,NB02802,"Omaha, NE",437238.0,2648.0,44.0,180.0,1475.0,949.0,605.62,10.06,41.17,337.34,217.04,NE
2008,FL04804,"Orlando, FL",229808.0,3829.0,43.0,131.0,2335.0,1320.0,1666.17,18.71,57.0,1016.07,574.39,FL
2008,PAPEP00,"Philadelphia, PA",1441117.0,20771.0,331.0,1038.0,9784.0,9618.0,1441.31,22.97,72.03,678.92,667.4,PA
2008,AZ00723,"Phoenix, AZ",1585838.0,10465.0,167.0,481.0,4992.0,4825.0,659.9,10.53,30.33,314.79,304.26,AZ
2008,PAPPD00,"Pittsburgh, PA",309757.0,3358.0,72.0,136.0,1609.0,1541.0,1084.08,23.24,43.91,519.44,497.49,PA
2008,OR02602,"Portland, OR",553023.0,3445.0,26.0,250.0,2037.0,1132.0,622.94,4.7,45.21,368.34,204.69,OR
2008,MD01721,"Prince George's County, MD",633458.0,5966.0,102.0,215.0,2695.0,2954.0,941.81,16.1,33.94,425.44,466.33,MD
2008,NC09201,"Raleigh, NC",388661.0,2245.0,34.0,95.0,1091.0,1025.0,577.62,8.75,24.44,280.71,263.73,NC
2008,CA03404,"Sacramento, CA",467065.0,4660.0,49.0,168.0,2682.0,1761.0,997.72,10.49,35.97,574.22,377.04,CA
2008,UT01803,"Salt Lake City, UT",180514.0,1424.0,12.0,76.0,850.0,486.0,788.86,6.65,42.1,470.88,269.23,UT
2008,TXSPD00,"San Antonio, TX",1351244.0,9699.0,116.0,424.0,6416.0,2743.0,717.78,8.58,31.38,474.82,203.0,TX
2008,CA03711,"San Diego, CA",1271655.0,6047.0,55.0,376.0,3597.0,2019.0,475.52,4.33,29.57,282.86,158.77,CA
2008,CA03801,"San Francisco, CA",798144.0,6744.0,98.0,166.0,2372.0,4108.0,844.96,12.28,20.8,297.19,514.69,CA
2008,CA04313,"San Jose, CA",945197.0,3643.0,31.0,220.0,2268.0,1124.0,385.42,3.28,23.28,239.95,118.92,CA
2008,WASPD00,"Seattle, WA",598077.0,3447.0,29.0,126.0,1680.0,1612.0,576.35,4.85,21.07,280.9,269.53,WA
2008,MOSPD00,"St. Louis, MO",356204.0,7383.0,167.0,237.0,4345.0,2634.0,2072.69,46.88,66.53,1219.81,739.46,MO
2008,NY05101,"Suffolk County, NY",1360739.0,2166.0,39.0,91.0,1146.0,890.0,159.18,2.87,6.69,84.22,65.41,NY
2008,FL02902,"Tampa, FL",336911.0,2975.0,27.0,83.0,1809.0,1056.0,883.02,8.01,24.64,536.94,313.44,FL
2008,AZ01003,"Tucson, AZ",528917.0,4252.0,65.0,246.0,2490.0,1451.0,803.91,12.29,46.51,470.77,274.33,AZ
2008,OK07205,"Tulsa, OK",382954.0,4922.0,50.0,252.0,3524.0,1096.0,1285.27,13.06,65.8,920.21,286.2,OK
